% description
@RELATION metaDataset

@ATTRIBUTE "index" STRING
@ATTRIBUTE "Attributes" REAL
@ATTRIBUTE "Average examples per labelset" REAL
@ATTRIBUTE "Average gain ratio" REAL
@ATTRIBUTE "Bound" REAL
@ATTRIBUTE "CVIR inter class" REAL
@ATTRIBUTE "Cardinality" REAL
@ATTRIBUTE "DefaultAccuracy" REAL
@ATTRIBUTE "Density" REAL
@ATTRIBUTE "Distinct labelsets" REAL
@ATTRIBUTE "Diversity" REAL
@ATTRIBUTE "Instances" REAL
@ATTRIBUTE "Kurtosis cardinality" REAL
@ATTRIBUTE "Labels" REAL
@ATTRIBUTE "LxIxF" REAL
@ATTRIBUTE "Max IR inter class" REAL
@ATTRIBUTE "Max IR intra class" REAL
@ATTRIBUTE "Max IR per labelset" REAL
@ATTRIBUTE "Maximal entropy of labels" REAL
@ATTRIBUTE "Mean examples per labelset" REAL
@ATTRIBUTE "Mean of IR inter class" REAL
@ATTRIBUTE "Mean of IR intra class" REAL
@ATTRIBUTE "Mean of IR per labelset" REAL
@ATTRIBUTE "Mean of entropies of labels" REAL
@ATTRIBUTE "Mean of entropies of nominal attributes" REAL
@ATTRIBUTE "Mean of kurtosis" REAL
@ATTRIBUTE "Mean of mean of numeric attributes" REAL
@ATTRIBUTE "Mean of skewness of numeric attributes" REAL
@ATTRIBUTE "Mean of standard deviation of IR intra class" REAL
@ATTRIBUTE "Mean of standard deviation of numeric attributes" REAL
@ATTRIBUTE "Minimal entropy of labels" REAL
@ATTRIBUTE "Number of labelsets up to 10 examples" REAL
@ATTRIBUTE "Number of labelsets up to 2 examples" REAL
@ATTRIBUTE "Number of labelsets up to 5 examples" REAL
@ATTRIBUTE "Number of labelsets up to 50 examples" REAL
@ATTRIBUTE "Number of unconditionally dependent label pairs by chi-square test" REAL
@ATTRIBUTE "Proportion of distinct labelsets" REAL
@ATTRIBUTE "Proportion of maxim label combination (PMax)" REAL
@ATTRIBUTE "Proportion of numeric attributes" REAL
@ATTRIBUTE "Proportion of numeric attributes with outliers" REAL
@ATTRIBUTE "Proportion of unique label combination (PUniq)" REAL
@ATTRIBUTE "Ratio of number of instances to the number of attributes" REAL
@ATTRIBUTE "Ratio of number of labelsets up to 10 examples" REAL
@ATTRIBUTE "Ratio of number of labelsets up to 2 examples" REAL
@ATTRIBUTE "Ratio of number of labelsets up to 5 examples" REAL
@ATTRIBUTE "Ratio of number of labelsets up to 50 examples" REAL
@ATTRIBUTE "Ratio of unconditionally dependent label pairs by chi-square test" REAL
@ATTRIBUTE "SCUMBLE" REAL
@ATTRIBUTE "Skewness cardinality" REAL
@ATTRIBUTE "Standard deviation of examples per labelset" REAL
@ATTRIBUTE "Standard deviation of label cardinality" REAL
@ATTRIBUTE "target" {0,1}


@DATA
corel5k,499.0,1.3560454241816968,0.00023116919310155605,2030.0,1.0747829822689603,3.5152709359605914,0.013793103448275862,0.009399120149627248,1497.0,0.7374384236453202,2030.0,0.6844066726652582,374.0,378850780.0,450.0,2029.0,28.0,0.7632140080875527,1.3560454241816968,125.08895290868557,527.1432028616823,25.250471782573623,0.060889881048989625,0.11786360746079436,0.0,0.0,0.0,995.9197860962565,0.0,0.0,1490.0,1408.0,1476.0,1497.0,1286.0,0.7374384236453202,0.013793103448275862,0.0,0.0,0.6142857142857143,4.0681362725450905,0.9953239812959253,0.9405477621910489,0.9859719438877756,1.0,0.01843701165574687,0.3880046501331008,0.0,1.4393152710599508,0.6744753545797976,1
yeast,103.0,7.496124031007753,0.0045697455037407115,967.0,2.3459403935792307,4.2078593588417785,0.09720785935884177,0.30056138277441274,129.0,0.13340227507755947,967.0,0.2797662021467137,14.0,1394414.0,90.625,119.875,94.0,0.9882974917297171,7.496124031007753,9.969240114240431,12.667003684585163,49.37065725921605,0.707166920136873,0.0,1.3118608244913408,0.00031786404754972333,0.3152148632323533,260.714953080182,0.09844754318399764,0.0691134054205982,107.0,70.0,97.0,125.0,53.0,0.13340227507755947,0.09720785935884177,1.0,0.2912621359223301,0.04756980351602896,9.388349514563107,0.8294573643410853,0.5426356589147286,0.751937984496124,0.9689922480620154,0.5824175824175825,0.10191371979752298,0.7826212083211682,14.915848722630527,1.5720186113278316,1
HumanGO,9844.0,18.962962962962962,0.00019196629532264355,1024.0,1.126486000407428,1.1611328125,0.240234375,0.08293805803571429,54.0,0.052734375,1024.0,6.343970673390699,14.0,141123584.0,53.33333333333334,169.66666666666666,246.0,0.8960382325345579,18.962962962962962,14.072553772176091,44.032172070963476,126.91408350788744,0.34198273270809404,0.0,0.0,0.002396070099806989,0.0,427.07142857142856,0.028645560331766518,0.051875962588491066,43.0,27.0,38.0,47.0,21.0,0.052734375,0.240234375,1.0,0.5839089800893945,0.0205078125,0.10402275497765136,0.7962962962962963,0.5,0.7037037037037037,0.8703703703703703,0.2307692307692308,0.020120609808806277,2.5319075067162764,44.41594765436921,0.3984489551139246,0
GpositivePseAAC,440.0,28.5,0.0063932029920706025,16.0,1.1683883075976853,1.0116959064327486,0.3625730994152047,0.2529239766081872,6.0,0.375,171.0,82.95245264521526,4.0,300960.0,8.0,20.375,62.0,0.9538936403541864,28.5,2.9122950819672133,6.781288422131148,22.743879981584897,0.7377944158207849,0.0,10.224516661556454,0.22726963051568336,2.35091081579183,42.25381868338715,0.1956829133201688,0.2725736310282036,3.0,2.0,2.0,4.0,3.0,0.03508771929824561,0.3625730994152047,1.0,0.6295454545454545,0.011695906432748536,0.3886363636363636,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.002330129404235387,9.495402771186225,26.65676899651068,0.10782906372191194,0
cal500,68.0,1.15,0.0027329636011703927,230.0,1.3384909907777056,26.221739130434784,0.008695652173913044,0.15069965017491255,200.0,0.8695652173913043,230.0,1.1299454857564026,174.0,2721360.0,200.0,229.0,2.0,0.9997818120566604,1.15,21.95714047025085,24.046251653021194,1.85,0.4766573034275085,0.0,3.831091102720967,-0.5185213512148341,1.0119806828913904,83.29310344827586,0.3096781616060769,0.0,200.0,200.0,200.0,200.0,2049.0,0.8695652173913043,0.008695652173913044,1.0,0.3235294117647059,0.7391304347826086,3.3823529411764706,1.0,1.0,1.0,1.0,0.1361371337452661,0.3298378949225724,0.07220845470597155,0.35707142142714315,6.072233067782109,1
stackex_cs,635.0,1.6153846153846154,0.00011993649198225161,3717.0,1.1865725707163317,2.5582458972289484,0.014527845036319613,0.00933666385849981,2301.0,0.6190476190476191,3717.0,-0.4939366274885036,274.0,646720830.0,892.0,3716.0,54.0,0.7950044859999306,1.6153846153846154,96.09166602440195,397.96012108141963,47.063255709938964,0.06398593508680628,0.0,260.9693906179783,0.0507389966084748,12.617181250260382,1823.7956891449605,0.3260671632790732,0.0,2274.0,2080.0,2227.0,2300.0,1234.0,0.6190476190476191,0.014527845036319613,1.0,1.0,0.4923325262308313,5.853543307086613,0.9882659713168188,0.9039548022598871,0.9678400695349848,0.9995654063450674,0.03299377022004759,0.2713428467949934,1.7009174314062598,2.4114581782083158,1.0772927540584123,0
ohsumed,1002.0,7.9431818181818175,0.0,5592.0,1.0768108198767654,1.6639842632331905,0.08011444921316166,0.07234714187970392,704.0,0.12589413447782544,5592.0,1.7700870543799463,23.0,128873232.0,41.26315789473684,146.1578947368421,448.0,0.8559960443471685,7.9431818181818175,8.489801829863124,29.277405505481248,306.4917483805503,0.3362689427451514,0.0,36.3736496424626,0.03963603551123783,5.831644970213637,2391.4347826086955,0.17930252495632915,0.05870567247616541,632.0,487.0,584.0,684.0,92.0,0.12589413447782544,0.08011444921316166,1.0,0.8772455089820359,0.07170958512160229,5.5808383233532926,0.8977272727272727,0.6917613636363636,0.8295454545454546,0.9715909090909092,0.3636363636363637,0.06816383290837773,1.1366659354574,32.66430772214429,0.8392135929490515,1
Virus_PseAAC,440.0,7.5555555555555545,0.005317633996086018,64.0,0.8205277782067153,1.1029411764705883,0.29411764705882354,0.18382352941176472,9.0,0.140625,68.0,5.297587658243397,6.0,179520.0,8.0,21.66666666666667,20.0,0.9366673818775632,7.5555555555555545,3.531055900621117,9.004658385093167,6.339181286549707,0.6091992211967092,0.0,7.3844307730991074,0.22725762032085545,2.199722729426607,21.5,0.21612403721761814,0.2608629096472081,6.0,2.0,6.0,9.0,2.0,0.1323529411764706,0.29411764705882354,1.0,0.3409090909090909,0.014705882352941175,0.15454545454545454,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.13333333333333333,0.002252882654942396,3.776595521557352,7.041324230113269,0.30614141120130506,0
ng20,1006.0,176.13636363636363,0.0,7750.0,0.04192543682313588,1.0291612903225806,0.0535483870967742,0.05145806451612903,44.0,0.00567741935483871,7750.0,106.1396619669461,20.0,155930000.0,1.1420911528150135,19.777479892761395,415.0,0.307135996680459,176.13636363636363,1.0699958885786172,18.4658876443293,147.86131991026085,0.2924930306594541,0.0,57.33387160907999,0.03204809850573974,6.604217496391572,3476.2,0.1640651961839498,0.2783954217153538,19.0,16.0,19.0,22.0,187.0,0.00567741935483871,0.0535483870967742,1.0,0.9403578528827038,0.0016774193548387095,7.703777335984094,0.4318181818181818,0.3636363636363637,0.4318181818181818,0.5,0.9842105263157894,4.398492335628389e-06,4.8420075107740965,184.87779635958682,0.17650393471848458,0
Arabic200,200.0,24.45530726256983,0.0018899393165951648,8755.0,0.6487969430113374,1.2535693889206168,0.1629925756710451,0.03133923472301542,358.0,0.04089091947458595,8755.0,3.7239409320815087,40.0,70040000.0,22.815384615384612,133.69230769230768,1427.0,0.656304976999987,24.45530726256983,9.860237493903238,57.21064009381176,813.6155814771538,0.1821422325126045,0.0,145.65354393891457,0.03492166919417477,9.769331366070094,4103.1250306741695,0.21638303316675547,0.06318734909645694,279.0,208.0,260.0,313.0,229.0,0.04089091947458595,0.1629925756710451,1.0,0.92,0.018389491719017704,43.775,0.7793296089385475,0.5810055865921788,0.7262569832402235,0.8743016759776536,0.2935897435897436,0.025553611082524942,2.025835098900369,95.72304651359636,0.5000657892057359,0
genbase,1185.0,12.166666666666664,0.0005931921302083197,292.0,0.06064285134370548,1.2568493150684932,0.2226027397260274,0.04654997463216642,24.0,0.0821917808219178,292.0,-2.0106936803736453,27.0,9342540.0,1.2863436123348018,291.0,65.0,0.7648916326406766,12.166666666666664,1.0521699189945175,43.685222237472146,22.38318547172713,0.23259538784011746,0.0110413102044447,0.0,0.0,0.0,132.40740740740742,0.0,0.0,15.0,7.0,11.0,23.0,34.0,0.0821917808219178,0.2226027397260274,0.0,0.0,0.017123287671232876,0.24641350210970464,0.625,0.2916666666666667,0.4583333333333333,0.9583333333333334,0.09686609686609686,0.0014835554714692873,0.008285370752041502,15.048994060143096,24.538964814024954,0
stackex_chess,585.0,1.3373253493013972,0.00017510856261260873,670.0,0.8314512757874909,2.3940298507462687,0.02537313432835821,0.010546387007692814,501.0,0.7477611940298508,670.0,-0.4382945303102895,227.0,88972650.0,159.0,669.0,17.0,0.7905439948237359,1.3373253493013972,67.13866594677917,248.38005255502185,15.668050315729962,0.06904200306292672,0.0,110.54689433910652,0.04258451333078205,9.35622435100202,327.93392070484583,0.24290725445726224,0.0,497.0,478.0,491.0,501.0,465.0,0.7477611940298508,0.02537313432835821,1.0,1.0,0.6507462686567164,1.1452991452991452,0.9920159680638724,0.9540918163672656,0.9800399201596808,1.0,0.018127948228139252,0.2414541776964308,0.9271343759768241,1.4668608218215375,1.2090689443171083,0
GpositiveGO,912.0,28.5,0.002539249140065021,16.0,1.1683883075976853,1.0116959064327486,0.3625730994152047,0.2529239766081872,6.0,0.375,171.0,82.95245264521526,4.0,623808.0,8.0,20.375,62.0,0.9538936403541864,28.5,2.9122950819672133,6.781288422131148,22.743879981584897,0.7377944158207849,0.0,0.0,0.00957987072945527,0.0,42.25381868338715,0.05579173580004769,0.2725736310282036,3.0,2.0,2.0,4.0,3.0,0.03508771929824561,0.3625730994152047,1.0,0.4945175438596491,0.011695906432748536,0.1875,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.002330129404235387,9.495402771186225,26.65676899651068,0.10782906372191194,0
PlantGO,3091.0,14.636363636363635,0.0005670425497802387,322.0,0.8963693565133772,1.065217391304348,0.2701863354037267,0.08876811594202899,22.0,0.06832298136645963,322.0,10.58533206969448,12.0,11943624.0,22.75,79.5,87.0,0.8589810370425982,14.636363636363635,6.990633139734722,23.736086494445942,31.93188147636677,0.3801946670545853,0.0,0.0,0.0063980580768451725,0.0,132.41666666666666,0.04898748779412592,0.09645482910708628,14.0,8.0,10.0,21.0,7.0,0.06832298136645963,0.2701863354037267,1.0,0.5593659010029117,0.015527950310559006,0.10417340666450987,0.6363636363636364,0.3636363636363637,0.4545454545454545,0.9545454545454546,0.10606060606060606,0.005033404626672127,4.3635742517719045,21.11773372514083,0.24729335300010266,0
GnegativeGO,1717.0,30.6,0.0008187758682988951,256.0,1.3242091007375567,1.056644880174292,0.3681917211328976,0.1320806100217865,15.0,0.05859375,459.0,12.866668772650184,8.0,6304824.0,59.66666666666666,152.0,169.0,0.9647854874772228,30.6,17.20730120665831,43.12375002154282,63.70004824151883,0.4507658656995848,0.0,0.0,0.00435349186591088,0.0,168.8759524433597,0.03397637697669597,0.056832404500330586,10.0,5.0,8.0,12.0,10.0,0.032679738562091505,0.3681917211328976,1.0,0.4723354688410018,0.008714596949891068,0.2673267326732673,0.6666666666666666,0.3333333333333333,0.5333333333333333,0.8,0.35714285714285715,0.011670013770218722,4.6090782698375845,48.7070152373694,0.2314150183814,0
bibtex,1836.0,2.1541786743515847,0.0,2990.0,0.4329316095504832,2.362541806020067,0.06989966555183946,0.014858753496981554,1388.0,0.4642140468227425,2990.0,9.365087151331991,159.0,872852760.0,26.0,198.33333333333331,209.0,0.5586293734521983,2.1541786743515847,12.005336572731245,91.04091372427284,175.75954754312747,0.106205688461095,0.1838509005010216,0.0,0.0,0.0,1450.5723270440249,0.0,0.045542354585445435,1355.0,1188.0,1298.0,1386.0,953.0,0.4642140468227425,0.06989966555183946,0.0,0.0,0.3558528428093645,1.6285403050108933,0.9762247838616714,0.8559077809798271,0.9351585014409222,0.9985590778097982,0.07586975559270759,0.09126604866278186,0.3082073240863115,6.620693138905256,1.6768955890031918,0
slashdot,1079.0,17.476923076923075,0.00025412451866256694,2272.0,2.2824917152650035,1.1786971830985915,0.13204225352112675,0.05357714468629962,130.0,0.05721830985915492,2272.0,3.619278574749884,22.0,53932736.0,174.5,1135.0,300.0,0.6187990006746684,17.476923076923075,17.388577523038315,102.00012537729371,166.02104252657014,0.2632344284928414,0.0,227.11558177627745,0.007626796459945964,14.392307460739104,1014.2727272727273,0.07755523824497007,0.0,107.0,73.0,92.0,119.0,46.0,0.05721830985915492,0.13204225352112675,1.0,0.9972196478220574,0.024207746478873242,2.1056533827618167,0.823076923076923,0.5615384615384615,0.7076923076923077,0.9153846153846154,0.19913419913419916,0.0137251953307893,2.6351692417898795,49.132194581340435,0.4087597331514447,0
tmc2007_500,500.0,14.399497487437186,0.0018046750716053238,11462.0,0.8246966170649169,2.210696213575292,0.09108358052695864,0.10048619152614964,796.0,0.06944686791135928,11462.0,2.1346712881899466,22.0,126082000.0,46.862068965517246,78.04827586206895,1044.0,0.974991387189516,14.399497487437186,17.471565916404526,28.506497066273198,629.3760774751485,0.3636445478900484,0.1943914331061869,0.0,0.0,0.0,4675.954545454545,0.0,0.09789198963519087,681.0,509.0,626.0,768.0,160.0,0.06944686791135928,0.09108358052695864,0.0,0.0,0.031495376025126504,22.924,0.8555276381909548,0.6394472361809045,0.7864321608040201,0.9648241206030149,0.6926406926406926,0.1943139156932662,0.8896130267870195,68.24535399172626,1.062162191682291,0
langlog,1004.0,3.7423312883435584,0.0,610.0,1.059955309334521,1.2295081967213115,0.1180327868852459,0.016393442622950817,163.0,0.2672131147540984,610.0,2.430313944122276,75.0,45933000.0,72.0,609.0,72.0,0.5236796108776095,3.7423312883435584,23.973870528168007,180.5533497196716,52.57461725542107,0.10348358476692048,0.0,0.0,0.18042420482006385,0.0,295.0,0.34139784616960905,0.0,149.0,124.0,141.0,162.0,78.0,0.2672131147540984,0.1180327868852459,1.0,0.08167330677290836,0.16393442622950818,0.6075697211155379,0.9141104294478528,0.7607361963190185,0.8650306748466258,0.9938650306748468,0.02810810810810811,0.054175191261487884,1.2443031982395478,8.043279370465282,0.8123319353364833,0
stackex_philosophy,842.0,1.5526315789473684,8.609980933592608e-05,1593.0,0.9888463527838548,2.2561205273069684,0.05084745762711865,0.009682920718055656,1026.0,0.6440677966101694,1593.0,-0.4103375343843145,233.0,312524298.0,316.0,1592.0,81.0,0.7186517791371478,1.5526315789473684,74.90119297844443,376.58734308437363,73.7007180210056,0.06553214642611029,0.0,190.13026617580618,0.047710962300921714,11.456562866170865,781.0752676957593,0.29691327738110473,0.007583033693865666,1013.0,955.0,997.0,1024.0,730.0,0.6440677966101694,0.05084745762711865,1.0,1.0,0.5536723163841808,1.8919239904988123,0.9873294346978556,0.9307992202729044,0.9717348927875245,0.9980506822612084,0.0270090276750037,0.2267940439327557,1.0255577631979829,3.4369364354242924,1.1500226196319256,0
reutersk500,500.0,5.463636363636364,0.0,2404.0,1.4688620684515101,1.4579866888519135,0.06697171381031614,0.0141552105713778,440.0,0.18302828618968384,2404.0,5.106080741676092,103.0,123806000.0,190.0,2403.0,161.0,0.3987695860367946,5.463636363636364,30.79069295338641,354.6294139414637,117.16827201313936,0.09182654791916063,0.0,0.0,0.0012681949309484182,0.0,1167.9708737864078,0.008698026814728163,0.0,400.0,324.0,378.0,428.0,211.0,0.18302828618968384,0.06697171381031614,1.0,0.872,0.11522462562396005,4.808,0.9090909090909092,0.7363636363636363,0.8590909090909091,0.9727272727272728,0.04016752332000762,0.05047813472145573,0.948557348303294,16.75704859711127,0.8090099824576895,0
